areaWithType,square_feet,transaction,status,floor,furnishing,facing,price_per_sqft,price
4,1820.0,30,Ready to Move,7 out of 7,Furnished,East,3846.0,7000000.0
1,650.0,23,Ready to Move,5 out of 13,Unfurnished,East,4365.0,5250000.0
1,1037.0,23,Ready to Move,5 out of 13,Unfurnished,North - East,4090.0,7709999.999999999
4,1300.0,23,Ready to Move,5 out of 13,Unfurnished,East,4800.0,6240000.0
1,970.0,30,Ready to Move,6 out of 12,Furnished,East,5538.0,9000000.0
4,1180.0,30,Ready to Move,9 out of 13,Furnished,East,5000.0,5900000.0
4,1280.0,23,Poss. by Oct '25,6 out of 12,Unfurnished,East,3977.0,5090000.0
4,1275.0,23,Ready to Move,11 out of 13,Unfurnished,East,4314.0,5500000.0
1,911.0,23,Ready to Move,8 out of 15,Unfurnished,East,4162.0,7500000.0
4,1725.0,23,Ready to Move,11 out of 13,Furnished,South - East,4928.0,8500000.0
4,1350.0,30,Ready to Move,8 out of 11,Furnished,South -West,4593.0,6200000.0
1,1006.0,30,Poss. by Jan '25,6 out of 14,Unfurnished,East,4050.0,7409999.999999999
4,1649.0,23,Poss. by May '25,5 out of 13,Unfurnished,East,3400.0,5610000.0
4,1290.0,23,Poss. by Mar '25,6 out of 12,Unfurnished,South -West,4500.0,5810000.0
2,810.0,14,Freehold,Resale,2,15 m,11111.0,9000000.0
1,2052.0,35,Poss. by Oct '24,New Property,East,Main Road,,7150000.0
4,1745.0,23,Poss. by Apr '25,6 out of 13,Unfurnished,South -West,4551.0,7940000.000000001
1,720.0,23,Poss. by Feb '25,4 out of 14,Unfurnished,East,4400.0,5870000.0
1,723.0,23,Poss. by May '25,6 out of 12,Unfurnished,East,3954.0,5200000.0
4,1311.0,35,5 out of 13,New Property,East,Garden/Park,4251.0,5570000.0
4,1850.0,23,Poss. by Sep '25,5 out of 13,Unfurnished,East,4651.0,8600000.0
1,1225.0,30,Ready to Move,5 out of 15,Unfurnished,South -West,3716.0,6900000.0
1,2000.0,35,Ready to Move,New Property,North - East,"Garden/Park, Main Road",,6500000.0
4,1777.0,30,Poss. by Aug '24,13 out of 14,Unfurnished,East,4240.0,7540000.000000001
1,1255.0,35,Ready to Move,New Property,East,Main Road,4100.0,9360000.0
1,707.0,23,Poss. by Dec '24,5 out of 14,Unfurnished,South -West,4475.0,5750000.0
4,1361.0,23,Poss. by Dec '25,5 out of 13,Unfurnished,South -West,5143.0,7000000.0
4,1625.0,23,Ready to Move,14 out of 14,Unfurnished,North,5100.0,8290000.000000001
4,1361.0,23,Poss. by Oct '25,5 out of 13,Unfurnished,North - East,5511.0,7500000.0
1,790.0,23,Ready to Move,8 out of 12,Unfurnished,East,,
4,1948.0,23,Poss. by Jan '25,5 out of 13,Unfurnished,East,3500.0,6820000.0
1,960.0,23,Ready to Move,6 out of 13,Unfurnished,East,3851.0,6160000.0
1,1600.0,30,Ready to Move,9 out of 10,Unfurnished,East,2831.0,8350000.0
4,1861.0,23,Poss. by Aug '24,6 out of 13,Unfurnished,East,4281.0,7970000.0
4,1643.0,30,Ready to Move,11 out of 13,Unfurnished,East,5500.0,9040000.0
4,1159.0,30,Ready to Move,6 out of 13,Unfurnished,East,4745.0,5500000.0
2,1080.0,8,Freehold,Resale,2,20 m,6481.0,7000000.0
4,1825.0,23,Poss. by Feb '26,5 out of 13,Unfurnished,East,3852.0,7030000.0
4,1251.0,30,Ready to Move,13 out of 15,Semi-Furnished,South -West,4597.0,5750000.0
4,1550.0,30,Ready to Move,2 out of 9,Semi-Furnished,West,4194.0,6500000.0
4,900.0,15,Ready to Move,Resale,East,"Garden/Park, Main Road",10000.0,9000000.0
2,91.0,30,4.55 X 20,Freehold,5,2,60000.0,5460000.0
1,1128.0,30,Ready to Move,7 out of 11,Unfurnished,North - East,5053.0,9500000.0
4,1646.0,23,Ready to Move,5 out of 13,Unfurnished,East,4800.0,7900000.0
4,1107.0,35,Ready to Move,Resale,West,Garden/Park,6052.0,6700000.0
4,1811.0,23,Ready to Move,6 out of 12,Unfurnished,South - East,3644.0,6600000.0
4,1610.0,23,Ready to Move,7 out of 13,Unfurnished,East,3602.0,5800000.0
4,1252.0,23,Ready to Move,11 out of 15,Unfurnished,East,4153.0,5200000.0
4,1650.0,25,New Property,Unfurnished,3,2,3636.0,6000000.0
4,1665.0,35,Poss. by Dec '25,New Property,Anand Aspire,3,3411.0,5680000.0
4,1651.0,30,Poss. by Dec '24,9 out of 14,Unfurnished,East,4000.0,6600000.0
4,1206.0,23,Poss. by Dec '25,7 out of 14,Unfurnished,East,4291.0,5170000.0
4,1260.0,23,Poss. by Mar '25,6 out of 12,Unfurnished,South -West,4500.0,5670000.0
2,900.0,14,Freehold,Resale,2,15 m,11111.0,10000000.0
1,1520.0,35,Poss. by Mar '25,New Property,East,Main Road,,5900000.0
4,2075.0,23,Poss. by Apr '25,6 out of 13,Unfurnished,East,4600.0,9550000.0
4,1315.0,23,Poss. by Mar '25,4 out of 13,Unfurnished,East,4000.0,5260000.0
1,946.0,23,Poss. by Dec '26,6 out of 14,Unfurnished,East,3430.0,5900000.0
4,1872.0,35,5 out of 14,New Property,East,"Garden/Park, Main Road",4541.0,8500000.0
4,1891.0,23,Poss. by May '25,5 out of 13,Unfurnished,East,4751.0,8980000.0
1,1100.0,30,Ready to Move,9 out of 12,Semi-Furnished,South -West,4514.0,7650000.0
1,2430.0,35,Ready to Move,New Property,North - East,"Garden/Park, Main Road",,8500000.0
4,1715.0,23,Ready to Move,2 out of 13,Unfurnished,East,4781.0,8200000.0
1,1000.0,35,Poss. by Jan '26,New Property,East,Main Road,3295.0,5700000.0
4,1616.0,23,Ready to Move,5 out of 13,Unfurnished,South -West,4000.0,6459999.999999999
4,1365.0,23,Ready to Move,5 out of 10,Unfurnished,South -West,5100.0,6959999.999999999
1,436.0,30,Ready to Move,1 out of 4,,,7611.0,6500000.0
4,1940.0,30,Ready to Move,6 out of 14,Unfurnished,West,3608.0,7000000.0
4,1750.0,30,Ready to Move,5 out of 12,Unfurnished,East,3486.0,6100000.0
4,2346.0,30,Ready to Move,12 out of 13,Furnished,East,4049.0,9500000.0
4,1737.0,23,Poss. by Mar '25,6 out of 13,Unfurnished,East,4700.0,8159999.999999999
4,1283.0,30,Ready to Move,2 out of 12,Furnished,East,4910.0,6300000.0
4,1311.0,23,Poss. by Dec '24,7 out of 13,Unfurnished,South -West,4250.0,5570000.0
2,1080.0,9,Freehold,Resale,2,20 m,6389.0,6900000.0
4,1315.0,23,Poss. by Feb '26,5 out of 13,Unfurnished,East,3848.0,5060000.0
4,1782.0,30,Ready to Move,9 out of 11,Furnished,East,5107.0,9100000.0
4,1650.0,30,Ready to Move,11 out of 11,Semi-Furnished,East,4848.0,8000000.0
4,1425.0,23,Ready to Move,7 out of 14,Unfurnished,South -West,3649.0,5200000.0
1,630.0,30,Ready to Move,Ground out of 1,Unfurnished,South,8730.0,5500000.0
1,1050.0,30,Ready to Move,6 out of 12,Unfurnished,North - East,5086.0,8900000.0
4,2100.0,23,Poss. by Dec '27,5 out of 13,Unfurnished,East,4500.0,9450000.0
4,1328.0,30,Ready to Move,12 out of 15,Unfurnished,East,4029.0,5350000.0
4,1761.0,23,Ready to Move,6 out of 12,Unfurnished,South - East,3634.0,6400000.0
4,1644.0,23,Poss. by Oct '24,6 out of 13,Unfurnished,East,3589.0,5900000.0
4,1275.0,23,Ready to Move,4 out of 13,Unfurnished,South - East,4000.0,5100000.0
4,1385.0,35,Poss. by Aug '24,New Property,Sun Sarvam,2,4751.0,6580000.0
4,1670.0,35,Poss. by Dec '25,New Property,Anand Aspire,3,3411.0,5700000.0
1,1134.0,23,Poss. by Jun '25,7 out of 12,Unfurnished,East,4658.0,9600000.0
4,1704.0,23,Poss. by Dec '25,6 out of 14,Unfurnished,East,4291.0,7309999.999999999
4,1200.0,23,Poss. by Mar '25,6 out of 12,Unfurnished,South -West,4500.0,5400000.0
1,1000.0,23,Poss. by Jul '25,8 out of 12,Unfurnished,East,4819.0,10000000.0
1,1638.0,35,Poss. by May '25,Resale,East,"Garden/Park, Main Road",3145.0,5150000.0
4,1657.0,23,Ready to Move,6 out of 13,Unfurnished,East,3862.0,6400000.0
1,1051.0,23,Poss. by Dec '25,3 out of 13,Unfurnished,South -West,3751.0,7170000.0
1,817.0,23,Poss. by Dec '25,6 out of 14,Unfurnished,East,3157.0,5450000.0
4,2367.0,30,Ready to Move,7 out of 12,Unfurnished,"Garden/Park, Main Road",3169.0,7500000.0
4,1650.0,23,Poss. by Dec '25,5 out of 13,Unfurnished,East,4200.0,6930000.0
1,1000.0,30,Ready to Move,9 out of 12,Unfurnished,South -West,4511.0,5750000.0
4,1259.0,23,Ready to Move,7 out of 13,Unfurnished,North,4845.0,6100000.0
1,1150.0,35,Poss. by Dec '24,New Property,East,Main Road,4751.0,9150000.0
4,1825.0,23,Poss. by Dec '25,5 out of 14,Unfurnished,South -West,4000.0,7300000.0
4,400.0,30,Ready to Move,Ground out of 4,1 Covered,,14000.0,5600000.0
4,1365.0,23,Ready to Move,5 out of 10,Unfurnished,South -West,5500.0,7509999.999999999
4,1882.0,30,Ready to Move,12 out of 14,Unfurnished,East,3666.0,6900000.0
4,1609.0,30,Ready to Move,11 out of 13,Unfurnished,3,3442.0,5540000.0
4,1891.0,23,Poss. by Mar '25,7 out of 13,Unfurnished,East,4700.0,8890000.0
4,1645.0,30,Ready to Move,6 out of 12,Furnished,East,4924.0,8100000.0
4,1327.0,30,Ready to Move,6 out of 14,Furnished,East,4521.0,6000000.0
2,828.0,7,Freehold,Resale,2,20 m,7444.0,6160000.0
4,1774.0,23,Poss. by Dec '24,3 out of 5,Unfurnished,South -West,5006.0,8880000.0
4,1630.0,30,Ready to Move,7 out of 13,Furnished,East,4294.0,7000000.0
4,1260.0,30,Ready to Move,12 out of 12,Furnished,West,4762.0,6000000.0
1,1240.0,30,Ready to Move,6 out of 9,Semi-Furnished,"Garden/Park, Main Road",,5300000.0
1,1300.0,30,Ready to Move,9 out of 13,Unfurnished,North - East,4439.0,9100000.0
1,749.0,23,Ready to Move,5 out of 13,Unfurnished,North,5145.0,7000000.0
4,1767.0,30,Ready to Move,8 out of 12,Unfurnished,East,4301.0,7600000.0
4,1773.0,23,Ready to Move,8 out of 12,Unfurnished,East,4372.0,7750000.0
4,1800.0,23,Poss. by Jan '25,7 out of 13,Unfurnished,East,3444.0,6200000.0
4,1270.0,23,Ready to Move,7 out of 12,Furnished,East,5118.0,6500000.0
4,1925.0,35,Poss. by Aug '24,New Property,Sun Sarvam,3,4751.0,9150000.0
4,1675.0,35,Poss. by Dec '25,New Property,Anand Aspire,3,3411.0,5710000.0
1,981.0,30,Ready to Move,6 out of 14,Unfurnished,East,3611.0,6440000.000000001
4,1250.0,30,Ready to Move,7 out of 13,Furnished,East,5200.0,6500000.0
4,1781.0,23,Poss. by Aug '24,7 out of 13,Unfurnished,East,3651.0,6500000.0
1,1000.0,23,Poss. by May '25,6 out of 12,Unfurnished,East,4852.0,10000000.0
1,1665.0,35,Poss. by May '25,Resale,East,"Garden/Park, Main Road",3430.0,5710000.0
4,1857.0,23,Ready to Move,7 out of 13,Unfurnished,East,4300.0,7990000.000000001
1,1200.0,23,Poss. by Dec '25,3 out of 13,Unfurnished,South -West,3751.0,8250000.0
1,935.0,23,Poss. by Jun '26,Lower Basement out of 14,Unfurnished,East,3509.0,5970000.0
1,991.0,35,8 out of 13,New Property,East,"Garden/Park, Main Road",3999.0,7209999.999999999
4,1881.0,23,Poss. by Dec '24,5 out of 13,Unfurnished,East,4751.0,8940000.0
1,1150.0,30,Ready to Move,7 out of 15,Unfurnished,South -West,4911.0,9650000.0
4,1371.0,30,Ready to Move,4 out of 12,Unfurnished,West,5033.0,6900000.0
1,1115.0,35,Poss. by Mar '25,New Property,East,Main Road,3861.0,7170000.0
4,1275.0,23,Ready to Move,5 out of 14,Unfurnished,South -West,4500.0,5740000.0
4,1391.0,23,Ready to Move,14 out of 14,Unfurnished,West,4300.0,5980000.0
4,2700.0,30,Ready to Move,8 out of 14,Unfurnished,East,3704.0,10000000.0
4,1251.0,23,Ready to Move,8 out of 15,Semi-Furnished,East,4396.0,5500000.0
4,1311.0,23,Poss. by Mar '26,5 out of 13,Unfurnished,East,4251.0,5570000.0
4,1975.0,30,Ready to Move,8 out of 12,Unfurnished,East,4500.0,8890000.0
1,1400.0,30,Ready to Move,1 out of 5,Unfurnished,East,4000.0,8000000.0
2,855.0,8,Freehold,Resale,2,20 m,7444.0,6370000.0
4,1750.0,23,Ready to Move,5 out of 15,Semi-Furnished,East,3714.0,6500000.0
4,1960.0,30,Ready to Move,5 out of 5,Unfurnished,East,4388.0,8600000.0
4,1200.0,30,Ready to Move,1 out of 1,Semi-Furnished,Main Road,7500.0,9000000.0
1,1240.0,30,Ready to Move,5 out of 8,Semi-Furnished,East,,5300000.0
1,1110.0,30,Ready to Move,8 out of 11,Unfurnished,North - East,4216.0,7800000.0
4,1815.0,23,Ready to Move,5 out of 12,Unfurnished,East,4793.0,8700000.0
4,1840.0,30,Ready to Move,2 out of 13,Furnished,East,5217.0,9600000.0
4,1803.0,23,Poss. by Nov '24,6 out of 13,Unfurnished,East,4551.0,8209999.999999999
4,1586.0,23,Ready to Move,7 out of 13,Unfurnished,East,3900.0,6190000.0
4,1857.0,23,Ready to Move,6 out of 12,Unfurnished,East,4470.0,8300000.0
4,1944.0,35,Poss. by Aug '24,New Property,Sun Sarvam,3,4751.0,9240000.0
4,1685.0,35,Poss. by Dec '25,New Property,Anand Aspire,3,3411.0,5750000.0
1,962.0,30,Poss. by May '25,7 out of 14,Unfurnished,East,3200.0,5600000.0
4,1918.0,23,Poss. by Feb '26,3 out of 14,Unfurnished,East,3853.0,7390000.000000001
1,749.0,23,Ready to Move,10 out of 13,Unfurnished,East,5143.0,7000000.0
1,1000.0,23,Poss. by Jun '25,6 out of 14,Unfurnished,East,4039.0,7500000.0
1,1296.0,35,Poss. by May '25,Resale,East,"Garden/Park, Main Road",4321.0,5600000.0
4,1725.0,23,Ready to Move,6 out of 13,Unfurnished,East,4200.0,7250000.0
1,980.0,23,Poss. by Dec '25,8 out of 14,Unfurnished,East,4651.0,8600000.0
1,718.0,23,Poss. by May '26,6 out of 14,Unfurnished,East,3910.0,5110000.0
1,849.0,35,9 out of 13,Resale,East,Garden/Park,3986.0,6150000.0
4,1321.0,23,Poss. by Dec '26,5 out of 13,Unfurnished,East,4350.0,5750000.0
1,1152.0,30,Ready to Move,9 out of 15,Unfurnished,South -West,3772.0,7000000.0
4,1715.0,23,Poss. by Aug '24,9 out of 13,Unfurnished,East,4781.0,8200000.0
1,907.0,35,Poss. by Apr '25,New Property,East,Main Road,3999.0,6590000.000000001
4,1248.0,23,Poss. by Dec '24,9 out of 14,Unfurnished,South -West,4006.0,5000000.0
4,855.0,30,Ready to Move,Ground out of 6,1,,7602.0,6500000.0
4,1950.0,23,Poss. by Dec '24,6 out of 12,Unfurnished,3,3611.0,7040000.000000001
1,933.0,30,Ready to Move,11 out of 13,Semi-Furnished,East,3516.0,5660000.0
4,1802.0,23,Poss. by Aug '24,7 out of 19,Unfurnished,East,3774.0,6800000.0
4,1550.0,23,Poss. by Jun '24,7 out of 13,Unfurnished,South -West,4059.0,6290000.0
4,1835.0,23,Poss. by Jul '25,4 out of 14,Unfurnished,East,3488.0,6400000.0
4,1650.0,30,Ready to Move,5 out of 13,Semi-Furnished,East,5152.0,8500000.0
4,1782.0,30,Ready to Move,7 out of 11,Furnished,East,4489.0,8000000.0
2,4005.0,3,16.7 X 240,Resale,3,No,1898.0,7600000.0
1,1100.0,23,Ready to Move,5 out of 7,Unfurnished,North - East,4751.0,9150000.0
4,1643.0,23,Ready to Move,7 out of 13,Unfurnished,East,5100.0,8380000.0
4,1956.0,30,Ready to Move,4 out of 13,Unfurnished,East,4857.0,9500000.0
4,1690.0,23,Poss. by Nov '24,6 out of 13,Unfurnished,East,3550.0,6000000.0
4,1762.0,23,Ready to Move,7 out of 13,Unfurnished,East,3746.0,6600000.0
4,1884.0,23,Ready to Move,6 out of 12,Unfurnished,East,4512.0,8500000.0
4,1953.0,35,Poss. by Aug '24,New Property,Sun Sarvam,3,4751.0,9280000.0
4,1700.0,35,Poss. by Dec '25,New Property,Anand Aspire,3,3411.0,5800000.0
1,1500.0,23,Ready to Move,Ground out of 1,Unfurnished,East,4200.0,6300000.0
4,2196.0,23,Poss. by Jan '26,3 out of 14,Unfurnished,East,3851.0,8460000.0
1,750.0,23,Ready to Move,5 out of 10,Unfurnished,East,5500.0,7509999.999999999
1,1000.0,23,Poss. by Sep '24,6 out of 14,Unfurnished,East,3954.0,6500000.0
1,2442.0,35,Poss. by Nov '24,Resale,East,"Garden/Park, Main Road",3194.0,7800000.0
4,1550.0,23,Ready to Move,6 out of 14,Unfurnished,East,4110.0,6370000.0
1,665.0,23,Poss. by Jul '24,4 out of 13,Unfurnished,East,4200.0,5080000.0
1,674.0,23,Poss. by Dec '25,8 out of 13,Unfurnished,East,4600.0,5910000.0
4,1861.0,35,8 out of 13,New Property,East,Garden/Park,4200.0,7820000.0
4,1863.0,23,Poss. by Dec '26,5 out of 13,Unfurnished,East,4450.0,8290000.000000001
1,950.0,30,Ready to Move,9 out of 15,Unfurnished,South -West,4157.0,5320000.0
4,1962.0,23,Ready to Move,2 out of 13,Unfurnished,East,5097.0,10000000.0
1,960.0,35,Ready to Move,New Property,East,"Garden/Park, Main Road",3800.0,6420000.0
4,1729.0,23,Poss. by Dec '24,5 out of 14,Unfurnished,South -West,4000.0,6920000.0
4,1958.0,23,Ready to Move,1 out of 13,Unfurnished,East,4541.0,8890000.0
4,1865.0,30,Ready to Move,5 out of 13,Unfurnished,East,4611.0,8600000.0
1,1008.0,30,Ready to Move,9 out of 13,Unfurnished,East,3625.0,6300000.0
4,2111.0,23,Poss. by Sep '25,7 out of 13,Unfurnished,East,4251.0,8970000.0
4,1225.0,23,Poss. by Aug '24,6 out of 13,Unfurnished,South -West,4204.0,5150000.0
2,837.0,8,Freehold,Resale,2,15 m,7168.0,6000000.0
4,1311.0,23,Poss. by Jul '24,6 out of 13,Unfurnished,East,4249.0,5570000.0
4,1960.0,30,Ready to Move,1 out of 5,Furnished,East,4847.0,9500000.0
4,900.0,30,Ready to Move,Ground out of 1,Unfurnished,West,11111.0,10000000.0
1,1150.0,30,Ready to Move,1 out of 5,Furnished,East,5051.0,9900000.0
1,1100.0,30,Ready to Move,11 out of 13,Unfurnished,North - East,5100.0,9960000.0
1,943.0,23,Poss. by Jan '26,3 out of 13,Unfurnished,Eco Parkside,4897.0,8400000.0
4,1522.0,23,Ready to Move,4 out of 14,Unfurnished,East,4251.0,6470000.0
4,1715.0,23,Poss. by Jul '24,9 out of 13,Unfurnished,East,4781.0,8200000.0
4,1328.0,30,Ready to Move,15 out of 15,Unfurnished,East,3840.0,5100000.0
4,1915.0,23,Ready to Move,6 out of 12,Unfurnished,East,5117.0,9800000.0
4,1993.0,35,Poss. by Aug '24,New Property,Sun Sarvam,3,4751.0,9470000.0
4,1710.0,35,Poss. by Dec '25,New Property,Anand Aspire,3,3411.0,5830000.0
1,735.0,23,Poss. by Oct '26,7 out of 14,Unfurnished,North - East,4610.0,6160000.0
4,1911.0,23,Poss. by Jun '25,6 out of 14,Unfurnished,East,3700.0,7070000.0
1,976.0,23,Ready to Move,10 out of 14,Unfurnished,East,5500.0,9760000.0
4,1114.0,23,Poss. by Aug '25,4 out of 12,1 Covered,1,6800.0,7580000.0
1,1628.0,35,Poss. by Nov '24,Resale,East,"Garden/Park, Main Road",4177.0,6800000.0
4,1225.0,23,Ready to Move,6 out of 14,Unfurnished,East,4180.0,5120000.0
1,950.0,23,Poss. by Jan '26,3 out of 14,Unfurnished,East,3651.0,6300000.0
1,985.0,23,Poss. by Dec '25,6 out of 13,Unfurnished,East,4600.0,8690000.0
4,1775.0,35,5 out of 13,New Property,East,Garden/Park,3851.0,6840000.000000001
4,1825.0,23,Poss. by Dec '24,6 out of 13,Unfurnished,East,3991.0,7280000.0
1,1100.0,30,Ready to Move,10 out of 15,Semi-Furnished,South -West,3875.0,6700000.0
4,1270.0,30,Ready to Move,14 out of 14,Unfurnished,East,4500.0,5720000.0
1,1160.0,35,Poss. by Jan '25,New Property,East,Main Road,4545.0,9060000.0
4,1803.0,23,Poss. by Dec '24,5 out of 14,Unfurnished,South -West,4390.0,7920000.0
1,890.0,23,Ready to Move,Ground out of 13,Unfurnished,East,4000.0,6459999.999999999
4,1906.0,30,Ready to Move,4 out of 14,Unfurnished,East,4984.0,9500000.0
4,1725.0,23,Ready to Move,6 out of 14,Furnished,East,4203.0,7250000.0
4,1800.0,23,Poss. by Dec '24,8 out of 13,Unfurnished,East,4700.0,8460000.0
4,1258.0,23,Ready to Move,5 out of 14,Furnished,East,4372.0,5500000.0
4,1725.0,23,Ready to Move,5 out of 14,Furnished,East,4348.0,7500000.0
4,496.0,30,Ready to Move,1 out of 6,1,,10081.0,5000000.0
1,1017.0,30,Ready to Move,12 out of 13,Unfurnished,North - East,4973.0,9200000.0
1,1000.0,23,Ready to Move,5 out of 14,Unfurnished,North - East,,
1,711.0,30,Ready to Move,6 out of 14,Furnished,East,4382.0,5500000.0
4,1773.0,23,Poss. by Oct '24,9 out of 12,Unfurnished,East,4351.0,7709999.999999999
4,1955.0,23,Ready to Move,6 out of 13,Unfurnished,East,3990.0,7800000.0
4,2003.0,35,Poss. by Aug '24,New Property,Sun Sarvam,3,4751.0,9520000.0
4,1720.0,35,Poss. by Dec '25,New Property,Anand Aspire,3,3411.0,5870000.0
1,740.0,23,Ready to Move,5 out of 10,Unfurnished,East,5204.0,7000000.0
4,1225.0,23,Poss. by Aug '24,6 out of 14,Unfurnished,South - East,4204.0,5150000.0
4,1775.0,23,Ready to Move,5 out of 12,Unfurnished,South -West,5000.0,8880000.0
2,900.0,14,Freehold,Resale,2,15 m,9444.0,8500000.0
4,1746.0,23,Ready to Move,6 out of 13,Unfurnished,East,3750.0,6550000.0
1,955.0,23,Ready to Move,5 out of 14,Unfurnished,South -West,4650.0,8080000.0
4,2061.0,23,Poss. by Dec '24,7 out of 13,Unfurnished,East,4600.0,9480000.0
4,1690.0,35,7 out of 14,New Property,East,Garden/Park,3675.0,6210000.0
4,1311.0,23,Poss. by Jun '25,5 out of 13,Unfurnished,East,4251.0,5570000.0
1,1250.0,30,Ready to Move,9 out of 15,Semi-Furnished,South -West,3743.0,6950000.0
4,1550.0,30,Ready to Move,8 out of 11,Unfurnished,East,4000.0,6200000.0
1,659.0,35,Ready to Move,New Property,East,Main Road,4800.0,5550000.0
4,1818.0,23,Ready to Move,5 out of 13,Unfurnished,South -West,5500.0,10000000.0
4,1361.0,23,Poss. by Jan '27,1 out of 13,Unfurnished,East,,
4,1850.0,30,Ready to Move,3 out of 14,Unfurnished,East,5000.0,9250000.0
1,700.0,23,Ready to Move,1 out of 15,Unfurnished,East,4217.0,5600000.0
4,1325.0,23,Poss. by Nov '24,6 out of 13,Unfurnished,East,4702.0,6230000.0
1,1700.0,23,Poss. by Dec '24,4 out of 13,Unfurnished,East,,6000000.0
4,1632.0,30,Ready to Move,2 out of 11,Furnished,East,5208.0,8500000.0
4,1300.0,30,Ready to Move,Ground out of 1,Semi-Furnished,East,5000.0,6500000.0
1,1020.0,30,Ready to Move,3 out of 5,Unfurnished,North - East,4757.0,8800000.0
1,1000.0,30,Ready to Move,6 out of 13,Unfurnished,East,5414.0,9800000.0
4,1861.0,23,Poss. by Dec '24,8 out of 12,Unfurnished,East,4451.0,8280000.0
1,1098.0,35,Ready to Move,Resale,West,"Garden/Park, Pool, Main Road",5920.0,6500000.0
4,1811.0,23,Poss. by Jul '24,7 out of 13,Unfurnished,East,4251.0,7700000.0
4,1755.0,35,Poss. by Dec '25,New Property,Anand Aspire,3,3411.0,5990000.0
1,687.0,23,Poss. by Oct '26,9 out of 14,Unfurnished,East,4252.0,5320000.0
4,1725.0,23,Poss. by Feb '26,7 out of 14,Unfurnished,East,3411.0,5880000.0
4,1815.0,23,Ready to Move,5 out of 12,Unfurnished,South -West,5000.0,9080000.0
2,1035.0,14,Freehold,Resale,2,12 m,9662.0,10000000.0
1,700.0,23,Ready to Move,4 out of 13,Unfurnished,West,4200.0,5080000.0
4,1350.0,23,Poss. by Dec '24,6 out of 13,Unfurnished,East,4500.0,6080000.0
4,1690.0,35,9 out of 14,New Property,East,Garden/Park,3693.0,6240000.0
4,2111.0,23,Poss. by Jun '25,5 out of 13,Unfurnished,East,4251.0,8970000.0
1,1250.0,30,Ready to Move,10 out of 15,Unfurnished,South -West,3905.0,7250000.0
4,1210.0,30,Ready to Move,2 out of 14,Furnished,South -West,6033.0,7300000.0
1,844.0,35,Ready to Move,New Property,East,Garden/Park,4800.0,7109999.999999999
4,1761.0,23,Poss. by Dec '24,5 out of 14,Unfurnished,South -West,3651.0,6430000.0
4,1775.0,23,Ready to Move,1 out of 14,Unfurnished,East,,
1,1200.0,30,Ready to Move,13 out of 19,Unfurnished,East,5115.0,6000000.0
4,1960.0,30,Ready to Move,7 out of 13,Unfurnished,East,4337.0,8500000.0
4,1522.0,30,Ready to Move,6 out of 14,Furnished,East,5585.0,8500000.0
2,1026.0,3,Freehold,Resale,2,2 m,9747.0,10000000.0
4,1950.0,30,Ready to Move,7 out of 13,Semi-Furnished,East,4359.0,8500000.0
1,1020.0,30,Ready to Move,6 out of 12,Unfurnished,North - East,4412.0,7500000.0
4,1890.0,30,Ready to Move,6 out of 12,Semi-Furnished,East,4762.0,9000000.0
